10575178592,225476575,03-06-19 15:27,03-06-19 15:34,,,,,I agree,Bisexual/curious,Man,Single,Only the guys I have sex with,,,,Grindr,,,,,,,,,,,,,Grindr,,,,,,,,,,,Body and face,23,Muscular,Black,Top,,,,Ethnicity,,,Very important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 3,Image 3,Image 4,Image 2,Image 1,Image 3,Image 1,Image 1,Image 3,Image 1,Image 1,,Image 3,Image 4,,Image 6,,,Image 9,,Image 1,,,,Image 5,Image 6,,,Image 9,Image 10,Image 1,,,Image 4,Image 5,,Image 7,,Image 9,,Image 1,Image 2,Image 3,,,Image 6,,,Image 9,
10574399961,225476575,03-06-19 10:50,03-06-19 11:01,,,,,I agree,Gay,Man,Dating,Everyone,Adam4Adam,,,Grindr,,,Hornet,Jack'd,,Scruff,Surge,Tinder,,,,,Grindr,,,,Jack'd,,,Surge,Tinder,,,Face only,30,Slim,Latino,Top,,,,,,"None, don't hide anything",Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 2,Image 2,Image 2,Image 1,Image 2,Image 2,Image 3,Image 3,Image 2,Image 3,,,,,,,,,,Image 10,,,,Image 4,,,,,,,,,Image 3,,,,,,,,Image 1,,,,Image 5,,,,,
10574399154,225476575,03-06-19 10:52,03-06-19 10:58,,,,,I agree,Bisexual/curious,Man,In a relationship,Everyone,,,,Grindr,,,,,,,,Tinder,Some other app,,,,,,,,,,,,,,Not using an app,Body and face,24,Average,Mixed,Versatile,,,,,,"None, don't hide anything",Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 4,Image 4,Image 4,Image 3,Image 1,Image 1,Image 2,Image 4,Image 4,Image 2,Image 1,Image 2,,,,Image 6,Image 7,,Image 9,,,Image 2,Image 3,,Image 5,Image 6,,,,Image 10,Image 1,Image 2,,,Image 5,,,,Image 9,Image 10,Image 1,Image 2,,Image 4,,,Image 7,,Image 9,
10574351860,225476575,03-06-19 10:36,03-06-19 10:44,,,,,I agree,Gay,Man,Single,Everyone,Adam4Adam,,,Grindr,,Growlr,Hornet,,,Scruff,,Tinder,,,,,Grindr,,,Hornet,,,Scruff,,Tinder,,,Face only,26,Average,Mixed,Versatile,,,,,,"None, don't hide anything",Slightly important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Image 3,Image 3,Image 1,Image 2,Image 4,Image 4,Image 1,Image 1,Image 4,Image 4,,,Image 3,,Image 5,Image 6,,Image 8,Image 9,,Image 1,,,,Image 5,,Image 7,,Image 9,,,,Image 3,,,,Image 7,,Image 9,Image 10,,Image 2,Image 3,,Image 5,,,,,Image 10
10573093817,225476575,03-05-19 22:35,03-05-19 22:41,,,,,I agree,Gay,Man,Single,Everyone,,,,Grindr,,,,Jack'd,OkCupid,Scruff,,Tinder,Some other app,,,,Grindr,,,,,,Scruff,,,,,Face only,25,Slim,White,Top,,,,,,"None, don't hide anything",Slightly important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Image 3,Image 3,Image 4,Image 2,Image 1,Image 4,Image 1,Image 1,Image 1,Image 3,Image 1,,,,,Image 6,,,Image 9,,,,,,Image 5,,,,Image 9,,,,,,,,,,,,,,,,,,,,,
10572609074,225476575,03-05-19 17:52,03-05-19 17:57,,,,,I agree,Mostly gay,Man,Single,Everyone,Adam4Adam,,,Grindr,,,,Jack'd,,Scruff,,,,Adam4Adam,,,Grindr,,,,Jack'd,,Scruff,,,,,Body and face,24,Muscular,Black,Bottom,,,,,,"None, don't hide anything",Slightly important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 1,Image 4,Image 4,Image 2,,,,,,Image 6,,,,,,,,,,,Image 7,,,,,,,,,,,Image 8,,,,,,,,,,,,Image 10
10572494298,225476575,03-05-19 17:00,03-05-19 17:07,,,,,I agree,Mostly gay,Man,In a relationship,Everyone,,Daddyhunt,,Grindr,,,,,,Scruff,,,,,,,Grindr,,,,,,,,,,,Face only,21,Slim,White,Versatile,,,,,Sexual position,,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Slightly important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Very important to my sense of who I am,Image 3,Image 1,Image 1,Image 2,Image 3,Image 1,Image 2,Image 2,Image 3,Image 3,,,,,,Image 6,,,Image 9,,,,Image 3,,,,,,,,,,,,,,Image 7,,,Image 10,,,,Image 4,,,,,,
10572490685,225476575,03-05-19 16:56,03-05-19 17:06,,,,,I agree,Pansexual,Man,Single,Everyone,,,,Grindr,,,Hornet,Jack'd,,Scruff,,Tinder,Some other app,,,,Grindr,,,,,,,,,,,Body and face,22,Slim,Black,Versatile,,Age,,,,,Slightly important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Extremely important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 2,Image 1,Image 1,Image 2,Image 1,Image 1,Image 2,Image 3,Image 1,Image 1,Image 1,,Image 3,,,Image 6,Image 7,,,Image 10,,,Image 3,Image 4,,Image 6,,Image 8,,Image 10,Image 1,,,,Image 5,,Image 7,,Image 9,Image 10,Image 1,,Image 3,Image 4,,,Image 7,,Image 9,
10572104210,225476575,03-05-19 14:30,03-05-19 14:40,,,,,I agree,Gay,Cisgender man,In a relationship,Everyone,Adam4Adam,,,Grindr,,,Hornet,Jack'd,,,,Tinder,Some other app,Adam4Adam,,,Grindr,,,,Jack'd,,,,,Some other app,,Body and face,36,Slim,Asian,Versatile,,Age,,,,,Slightly important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Image 4,Image 3,Image 1,Image 2,Image 3,Image 2,Image 2,Image 4,Image 2,Image 2,Image 1,,Image 3,,,,,,,,,,,,,,,,,,,,,,,Image 6,,,,,,Image 2,,Image 4,,,,,,
10570186331,225476575,03-04-19 21:22,03-04-19 21:27,,,,,I agree,Mostly gay,Cisgender man,Single,A few family members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570069730,225476575,03-04-19 20:12,03-04-19 20:20,,,,,I agree,Gay,Man,Single,Everyone,,,,Grindr,,,,,,,,,,,,,Grindr,,,,,,,,,,,Body only,30,Toned,Latino,Bottom,,,,,,"None, don't hide anything",Somewhat important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570051710,225476575,03-04-19 20:02,03-04-19 20:09,,,,,I agree,Gay,Cisgender man,Dating,Everyone,,,,Grindr,,,,Jack'd,OkCupid,Scruff,,Tinder,Some other app,,,,Grindr,,,,,OkCupid,Scruff,,Tinder,Some other app,,Face only,34,Toned,Asian,Versatile,,,,,,"None, don't hide anything",Somewhat important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Image 1,Image 2,Image 2,Image 1,Image 4,Image 4,Image 4,Image 3,Image 2,Image 4,,,,,Image 5,Image 6,,,Image 9,Image 10,,,,,,,Image 7,,,,,,,,,,,,,,,,,,,,,,,
10570050895,225476575,03-04-19 20:00,03-04-19 20:01,,,,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570045078,225476575,03-04-19 19:53,03-04-19 20:07,,,,,I agree,Gay,Cisgender man,Single,Most of my friends,Adam4Adam,,,Grindr,Grizzly,Growlr,Hornet,Jack'd,OkCupid,Scruff,Surge,Tinder,,,,,Grindr,,,,Jack'd,OkCupid,Scruff,,Tinder,,,Face only,24,Average,Black,Versatile,,,,,Sexual position,,Slightly important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Image 1,Image 3,Image 3,Image 2,Image 3,Image 4,Image 2,Image 1,Image 3,Image 1,,,,,,,,,,,Image 1,Image 2,,,Image 5,,Image 7,,,,,Image 2,,,,,,,Image 9,Image 10,,,,,,,,,,Image 10
10569918291,225476575,03-04-19 18:43,03-04-19 18:50,,,,,I agree,Gay,Cisgender man,In a relationship,Most of my family,Adam4Adam,,,Grindr,,,Hornet,Jack'd,OkCupid,Scruff,,Tinder,Some other app,Adam4Adam,,,Grindr,,,,,OkCupid,,,Tinder,Some other app,,Face only,42,Average,White,Bottom,,Age,Body type,,,,Somewhat important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Image 1,Image 1,Image 4,Image 4,Image 2,Image 4,Image 4,Image 4,Image 4,Image 1,,,,,Image 5,,,,,,,,,,,,Image 7,,Image 9,,Image 1,,,,,,,,,,,Image 2,,,Image 5,,,,,
10569277629,225476575,03-04-19 14:10,03-04-19 14:20,,,,,I agree,Gay,Man,Single,Everyone,Adam4Adam,,,Grindr,,,,,,,,,,Adam4Adam,,,Grindr,,,,,,,,,,,Body and face,50,Average,Black,Top,,,,,,"None, don't hide anything",Not important to my sense of who I am,Extremely important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Extremely important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 4,Image 4,Image 1,Image 3,Image 3,Image 3,Image 2,Image 3,Image 3,Image 3,,,Image 3,,,,,,,,,,Image 3,,,Image 6,,,,,,,,,,,Image 7,,,,Image 1,,,Image 4,,,,,,
10569139683,225476575,03-04-19 13:18,03-04-19 13:30,,,,,I agree,Gay,Man,Single,A few friends,,,,Grindr,,,,Jack'd,,,,,,,,,Grindr,,,,Jack'd,,,,,,,Body only,25,Slim,Black,Versatile,,,,,,"None, don't hide anything",Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Image 1,Image 2,Image 3,Image 3,Image 1,Image 1,Image 3,Image 3,Image 1,Image 4,Image 1,,,,,,Image 7,,,,,,,Image 4,,Image 6,,,,,,,,,Image 5,,,,,,,,,,Image 5,,Image 7,,,
10569093260,225476575,03-04-19 13:00,03-04-19 13:10,,,,,I agree,Gay,Man,Single,Most of my friends,,,,Grindr,,,,,,Scruff,,,,,,,Grindr,,,,,,Scruff,Surge,Tinder,,,Face only,19,Stocky,Other,Versatile,,,,,,"None, don't hide anything",Very important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Image 3,Image 3,Image 4,Image 2,Image 2,Image 1,Image 2,Image 3,Image 3,Image 3,,,,,,Image 6,,,,,,Image 2,,,Image 5,,,,,,,,Image 3,,,,,,Image 9,,Image 1,,,Image 4,,,Image 7,,,
10568684216,225476575,03-04-19 10:42,03-04-19 10:50,,,,,I agree,Gay,Man,Single,Most of my friends,Adam4Adam,,,Grindr,,,,,OkCupid,Scruff,Surge,,Some other app,Adam4Adam,,,Grindr,,,,,OkCupid,Scruff,Surge,,Some other app,,Body and face,46,Average,Black,Versatile,,,,,,"None, don't hide anything",Not important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Not important to my sense of who I am,Slightly important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 4,Image 4,Image 1,Image 3,Image 1,Image 1,Image 2,Image 2,Image 3,Image 3,,,,,,,Image 7,,Image 9,,,,Image 3,,,Image 6,,,,,,,,,,,,,,Image 10,,,,,,,,,,
10568672796,225476575,03-04-19 10:38,03-04-19 10:39,,,,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10568567058,225476575,03-04-19 10:05,03-04-19 10:06,,,,,I agree,Gay,Man,Single,Everyone,,,,Grindr,,,,,,,,,,Adam4Adam,,,Grindr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567693647,225476575,03-04-19 00:07,03-04-19 09:04,,,,,I agree,Mostly gay,Man,Dating,Most of my friends,,,,Grindr,,,,,,,,,Some other app,,,,Grindr,,,,,,,,,Some other app,,Body and face,31,Stocky,Latino,Top,,,,,,"None, don't hide anything",Not important to my sense of who I am,Very important to my sense of who I am,Extremely important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Image 1,Image 3,Image 4,Image 2,Image 2,Image 4,Image 2,Image 1,Image 4,Image 3,,Image 2,Image 3,,Image 5,Image 6,,Image 8,Image 9,,Image 1,Image 2,,,Image 5,,Image 7,,Image 9,,,Image 2,Image 3,Image 4,,,,,Image 9,Image 10,Image 1,Image 2,Image 3,Image 4,,Image 6,,,,
10567558561,225476575,03-03-19 21:36,03-03-19 21:42,,,,,I agree,Gay,Man,Single,Everyone,Adam4Adam,,,Grindr,,,,Jack'd,,,,Tinder,,Adam4Adam,,,Grindr,,,,Jack'd,,,,Tinder,,,Face only,30,Average,Black,Bottom,,,,,,"None, don't hide anything",Not important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Not important to my sense of who I am,Very important to my sense of who I am,Slightly important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Not important to my sense of who I am,Image 4,Image 4,Image 1,Image 3,Image 1,Image 1,Image 2,Image 1,Image 3,Image 3,Image 1,,Image 3,,,Image 6,Image 7,,Image 9,,,,Image 3,,,Image 6,Image 7,,,Image 10,,,Image 3,,Image 5,,Image 7,,Image 9,Image 10,,,Image 3,Image 4,,,Image 7,,Image 9,
10567514935,225476575,03-03-19 20:51,03-03-19 20:58,,,,,I agree,Mostly gay,Man,Single,Only the guys I have sex with,,,,Grindr,Grizzly,,,Jack'd,,Scruff,,,Some other app,,,,Grindr,,,,,,,,Tinder,Some other app,,Something random,24,Large,White,Versatile,Profile pic,,,,,,Not important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Somewhat important to my sense of who I am,Image 4,Image 3,Image 4,Image 2,Image 4,Image 4,Image 1,Image 1,Image 3,Image 2,,,,,,Image 6,,,,,,,,,Image 5,,,,,,,,,,,,,,Image 9,Image 10,,,,,,,,,,Image 10
10567510501,225476575,03-03-19 20:47,03-03-19 20:51,,,,,I agree,Gay,Man,In a relationship,Most of my friends,,,,Grindr,,,,,OkCupid,,,Tinder,Some other app,,,,Grindr,,,,,,,,,,,Face only,21,Slim,Asian,Bottom,,,,,,"None, don't hide anything",Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Slightly important to my sense of who I am,Image 4,Image 3,Image 4,Image 2,Image 3,Image 4,Image 2,Image 1,Image 4,Image 4,,Image 2,Image 3,,,Image 6,,,Image 9,,Image 1,Image 2,,,Image 5,,Image 7,,,,,,,Image 4,,,Image 7,Image 8,Image 9,Image 10,Image 1,Image 2,,Image 4,,,Image 7,,,Image 10
10567457347,225476575,03-03-19 19:49,03-03-19 19:59,,,,,I agree,Gay,Man,Single,Everyone,Adam4Adam,,,Grindr,,,Hornet,Jack'd,,Scruff,,Tinder,,,,,Grindr,,,,,,,,,,,Face only,26,Slim,Latino,Bottom,,,,,,"None, don't hide anything",Somewhat important to my sense of who I am,Not important to my sense of who I am,Somewhat important to my sense of who I am,Extremely important to my sense of who I am,Somewhat important to my sense of who I am,Very important to my sense of who I am,Somewhat important to my sense of who I am,Slightly important to my sense of who I am,Very important to my sense of who I am,Very important to my sense of who I am,Image 4,Image 3,Image 3,Image 2,Image 3,Image 3,Image 2,Image 4,Image 1,Image 1,,,,,,Image 6,,,,,,,,,,,,,,Image 10,,,Image 3,,Image 5,,,,,,,Image 2,,,,,,,,
